Локальный идентификатор;Наименование;Долгота в WGS-84;Широта в WGS-84;Станция метрополитена;Линия;Режим работы по чётным дням;Режим работы по нечётным дням;Количество полнофункциональных БПА (все типы билетов);Количество малофункциональных БПА (билеты на 1 и 2 поездки);Общее количество БПА;Ремонт эскалаторов;global_id;Геоданные
530;Южная, вход-выход 3 в южный вестибюль;37.6090099;55.6209851;Южная;Серпуховско-Тимирязевская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:40, по 2 пути в 05:55:25; последний поезд по 1 пути в 01:11:55, по 2 пути в 01:51:55";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:49:30, по 2 пути в 05:43:10; последний поезд по 1 пути в 01:11:55, по 2 пути в 01:51:55";;3;3;;1774088;{type=Point, coordinates=[37.6090099302193, 55.620984730877]}
534;Южная, вход-выход 3 в северный вестибюль;37.6098201;55.623323;Южная;Серпуховско-Тимирязевская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:40, по 2 пути в 05:55:25; последний поезд по 1 пути в 01:11:55, по 2 пути в 01:51:55";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:49:30, по 2 пути в 05:43:10; последний поезд по 1 пути в 01:11:55, по 2 пути в 01:51:55";;4;4;;1774089;{type=Point, coordinates=[37.6098201306573, 55.6233226310011]}
474;Сретенский бульвар, вход-выход 1 в вестибюль;37.6364478;55.7662971;Сретенский бульвар;Люблинско-Дмитровская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:49:00, по 2 пути в 05:51:10; последний поезд по 1 пути в 01:20:05, по 2 пути в 01:39:20";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:05, по 2 пути в 05:54:30; последний поезд по 1 пути в 01:20:00, по 2 пути в 01:39:30";2;9;2;;1774090;{type=Point, coordinates=[37.6364478307816, 55.7662967318046]}
572;Цветной бульвар, выход из вестибюля;37.6207183;55.7715912;Цветной бульвар;Серпуховско-Тимирязевская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:00, по 2 пути в 05:43:40; последний поезд по 1 пути в 01:38:15, по 2 пути в 01:25:40";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:00, по 2 пути в 05:43:20; последний поезд по 1 пути в 01:38:15, по 2 пути в 01:25:40";;;;;1774091;{type=Point, coordinates=[37.6207183302281, 55.771590831754]}
578;Савёловская, вход-выход 3 в вестибюль;37.5897883;55.7940228;Савёловская;Серпуховско-Тимирязевская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:30, по 2 пути в 05:38:50; последний поезд по 1 пути в 01:42:45, по 2 пути в 01:20:50";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:30, по 2 пути в 05:38:30; последний поезд по 1 пути в 01:42:45, по 2 пути в 01:20:50";3;7;10;27.09.2016-22.11.2016;1774092;{type=Point, coordinates=[37.5897883308453, 55.7940224317665]}
579;Савёловская, вход-выход 4 в вестибюль;37.5899754;55.7939837;Савёловская;Серпуховско-Тимирязевская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:30, по 2 пути в 05:38:50; последний поезд по 1 пути в 01:42:45, по 2 пути в 01:20:50";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:30, по 2 пути в 05:38:30; последний поезд по 1 пути в 01:42:45, по 2 пути в 01:20:50";3;7;10;27.09.2016-22.11.2016;1774093;{type=Point, coordinates=[37.5899754310536, 55.7939833316883]}
580;Савёловская, вход-выход 5 в вестибюль;37.5902811;55.7938965;Савёловская;Серпуховско-Тимирязевская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:30, по 2 пути в 05:38:50; последний поезд по 1 пути в 01:42:45, по 2 пути в 01:20:50";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:30, по 2 пути в 05:38:30; последний поезд по 1 пути в 01:42:45, по 2 пути в 01:20:50";3;7;10;27.09.2016-22.11.2016;1774094;{type=Point, coordinates=[37.5902811304384, 55.7938961316812]}
581;Савёловская, вход-выход 6 в вестибюль;37.5900074;55.7936152;Савёловская;Серпуховско-Тимирязевская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:30, по 2 пути в 05:38:50; последний поезд по 1 пути в 01:42:45, по 2 пути в 01:20:50";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:30, по 2 пути в 05:38:30; последний поезд по 1 пути в 01:42:45, по 2 пути в 01:20:50";3;7;10;27.09.2016-22.11.2016;1774095;{type=Point, coordinates=[37.5900074308398, 55.7936148320399]}
587;Тимирязевская, вход-выход 2 в вестибюль;37.5749218;55.8190858;Тимирязевская;Серпуховско-Тимирязевская линия;"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:04:20, по 2 пути в 05:34:50; последний поезд по 1 пути в 01:46:20, по 2 пути в 01:17:05";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:04:20, по 2 пути в 05:34:30; последний поезд по 1 пути в 01:46:20, по 2 пути в 01:17:05";3;3;6;;1774096;{type=Point, coordinates=[37.5749218310449, 55.8190854318713]}
588;Тимирязевская, вход-выход 3 в вестибюль;37.5743134;55.8189829;Тимирязевская;Серпуховско-Тимирязевская линия;"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:04:20, по 2 пути в 05:34:50; последний поезд по 1 пути в 01:46:20, по 2 пути в 01:17:05";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:04:20, по 2 пути в 05:34:30; последний поезд по 1 пути в 01:46:20, по 2 пути в 01:17:05";3;3;6;;1774097;{type=Point, coordinates=[37.5743134308514, 55.8189825319095]}
429;Шипиловская, вход-выход 2 в южный вестибюль;37.7432401;55.6201443;Шипиловская;Люблинско-Дмитровская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:30, по 2 пути в 05:51:15; последний поезд по 1 пути в 01:54:05, по 2 пути в 01:05:05";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:54:50, по 2 пути в 05:42:00; последний поезд по 1 пути в 01:54:15, по 2 пути в 01:05:05";1;1;2;;1774098;{type=Point, coordinates=[37.7432401302847, 55.6201439304617]}
242;Ясенево, вход-выход 3 в южный вестибюль;37.5348837;55.6055443;Ясенево;Калужско-Рижская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:35, по 2 пути в 05:52:30; последний поезд по 1 пути в 01:05:20, по 2 пути в 01:58:15";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:59:40, по 2 пути в 06:05:45; последний поезд по 1 пути в 01:05:25, по 2 пути в 01:58:15";;4;4;;1774099;{type=Point, coordinates=[37.5348837305638, 55.6055439306446]}
240;Ясенево, вход-выход 1 в южный вестибюль;37.5351978;55.6061274;Ясенево;Калужско-Рижская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:35, по 2 пути в 05:52:30; последний поезд по 1 пути в 01:05:20, по 2 пути в 01:58:15";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:59:40, по 2 пути в 06:05:45; последний поезд по 1 пути в 01:05:25, по 2 пути в 01:58:15";;4;4;;1774100;{type=Point, coordinates=[37.5351978300944, 55.6061270308569]}
244;Ясенево, вход-выход 1 в северный вестибюль;37.5329575;55.6066073;Ясенево;Калужско-Рижская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:35, по 2 пути в 05:52:30; последний поезд по 1 пути в 01:05:20, по 2 пути в 01:58:15";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:59:40, по 2 пути в 06:05:45; последний поезд по 1 пути в 01:05:25, по 2 пути в 01:58:15";;4;4;;1774101;{type=Point, coordinates=[37.5329575306123, 55.6066069309595]}
